Clickable Link,Identifier,Title,DateCreated,ProjectType,Availability,Abstract,FullTextUrl,ProjectCenter_x,Location_x,Creator,Advisors_x,Sponsor,Date,ProjectCenter_y,Location_y,SubjectTerms,Link,Advisors_y,Initials,Notes,LinkToSummary,Goal,Stakeholders,Impact,Headline,Follow-up,Category
http://www.wpi.edu/Pubs/E-project/Available/E-project-022808-000103/unrestricted/2008BeaversGoodrichKaufman.pdf,E-project-022808-000103,The Effect of an Educational Video on the Acceptance of Nanotechnology,2/28/2008,IQP,unrestricted,"The effect of an educational video on the acceptance of nanotechnology was studied using an internet based system to collect data. Analysis includes comparison between majors, gender, college, and overall trends with the general acceptance and the acceptance of specific types of nanotechnology. As the knowledge of nanotechnology increased the general acceptance decreased even though acceptance within specific areas of nanotechnology increased.",http://www.wpi.edu/Pubs/E-project/Available/E-project-022808-000103/unrestricted/2008BeaversGoodrichKaufman.pdf,,"Worcester, Massachusetts","Kaufman, Brad M.| Goodrich, Calvin C.| Beavers, David A.","Burnham, Nancy A.",,8-Feb,On-Campus,"Worcester, MA",Science--Study and teaching,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2323&context=iqp-all,"Burnham, Nancy A.",CS,"More focused on overall results, but examined them based on gender as well; lots of figures in the report",https://docs.google.com/document/d/1GIgXCzqVk2lJKPwLBqnPe3CLAyf3OVWRLXo9p8J83Xg/edit?usp=sharing,To examine the effect of education about nanotechnology on acceptance,People who develop/use nanotechnology (focusing on college students),Found that girls consider mathematics more difficult and have a much more negative opinion of the subject,,,
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99B002I.pdf,99B002I,The Effect of instructor gender and student gender on course evaluations,1/1/1999,IQP,Restricted,"In this project, we analyzed the effect of instructor gender and student gender on students' evaluations of the professors at Worcester Polytechnic Institute. We used the Statistical Analysis System (SAS) to analyze the data from the first fourteen questions of the WPI evaluation forms which we collected during Term C99 at WPI. Four hundred forms from eleven courses were analyzed. The results seemed to show that female professors received lower ratings than male professors and female professors received their highest ratings from female students and their lowest ratings from male students. However, we could not draw a definite conclusion because the sample size was too small.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99B002I.pdf,,"Worcester, Massachusetts","Huynh, Khue Bich| Nguyen, Timothy Hung","Miller, Judith E.| Ruiz, Carolina",,1/1/1999,On-Campus,"Worcester, MA",Women in science,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/99B002I.pdf,"Miller, Judith E.| Ruiz, Carolina",AN,Very outdated recommendations- show the double standard of women in the workplace,https://docs.google.com/document/d/1S_zILe43A0vGLiDH51udFQcKUadpQMl0OFvNau9w_vk/edit?usp=sharing,To determine the effects of instructor gender and student gender on student evaluations of the professors at Worcester Polytechnic Institute,WPI professors,The results seemed to show that female professors received lower ratings than male professors and female professors receive their highest ratings from female students and their lowest ratings from male students- but sample size was too small to draw a definite conclusion,The effect of instructor and student gender on course evaluations,Redo study (PLEASE),Education (at WPI)
http://www.wpi.edu/Pubs/E-project/Available/E-project-121418-085048/unrestricted/XhubletaBook.pdf,E-project-121418-085048,The Xhubleta: a Woman's Perspective,12/14/2018,IQP,unrestricted,"The goal of our project was to understand and document the changing experience of women in northern Albania over the past century, using a traditional costume, the xhubleta, as a lens to see into their lives. Women no longer wear the xhubleta in everyday life, but it is still an important cultural artifact worn on special events and passed down matrilineally. We interviewed elderly women in rural areas with personal ties to the xhubleta to give voice to their stories. We found contradictions surrounding the various cultural meanings assigned to the dress, with women?s subjugation under patriarchal customs co-existing with women?s pride in wearing it.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121418-085048/unrestricted/XhubletaBook.pdf,"Tirana, Albania Project Center - IQP","Tirana, Albania","Krawczyk, Edward Tarleton| Conneilly, Erin Michelle| Hull, Garth Matthew| Barsoumian, Tina Anahid","Dodson, Leslie L.| Hersh, Robert","GO2 Albania | Shkreli, Eljana",12/14/2018,"Tirana, Albania","Tirana, Albania",Women--Social conditions,http://www.wpi.edu/Pubs/E-project/Available/E-project-121418-085048/unrestricted/XhubletaBook.pdf,"Dodson, Leslie L.| Hersh, Robert",AN,Visually pleasing report,https://docs.google.com/document/d/13XejBnoEziFFCCokvnt71Wi5-8KshN1NXkl8yiLUY6I/edit?usp=sharing,"To understand and document the changing experience of women in northern Albania over the past century, using a traditional costume, the xhubleta, as a lens to see into their lives","GO2 Albania, women in Albania","Found contradictions surrounding the various cultural meanings assigned to the dress, with women?s subjugation under patriarchal customs co-existing with women?s pride in wearing it;
the dress is seen as an object, unattached to the lives of the wearers., which is very different from the ways the xhubleta was seen in the past
",Women's perspective on Albanian traditional dress,,Cultural
http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-180401/unrestricted/ZimriProjectReport.pdf,E-project-102808-180401,The Zimri Project: Running Water and Bathroom Facilities for a Rural Moroccan School,10/28/2008,IQP,unrestricted,"Lack of education in rural communities is one of the most prominent problems facing the developing world. In Islamic countries such as Morocco, girls are pulled out of the school because of concerns by parents due to a lack of privacy when it comes to going to the bathroom. This lack of education for girls is a serious concern for the community, as it will cause it to lag behind the rest of the world and perpetuate the cycle of poverty. Through our project, we developed a plan for bringing running water to the school and to build an enclosed bathroom facility. These recommendations will be proposed to funding institutions for the purpose of obtaining financial resources to conduct the project and make it a realization.",http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-180401/unrestricted/ZimriProjectReport.pdf,"Rabat, Morocco Project Center - IQP","Rabat, Morocco","Ali, Haseeb| Guardino, Morgan Lee","Addison, W. A.| El-Korchi, Tahar","Elbaz, Mohammad",10/28/2008,"Rabat, Morocco","Zimri, Morocco",Women--Social conditions | Community development | Women--Effect of technological innovations on,http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-180401/unrestricted/ZimriProjectReport.pdf,"Addison, W. A.| El-Korchi, Tahar",AN,"No direct connection could be drawn between having private bathroom facilities and increasing the number of girls enrolled at schools, but that was the hope for developing the recommendations for the private bathroom",https://docs.google.com/document/d/1YgjIk8kH9X_SiHb3yhiBbitxPv9DxGUi93x1Sxc193E/edit?usp=sharing,"To develop a plan for bringing running water to a school in Zimri, Morocco and for building an enclosed bathroom facility",Schoolchildren in Zimri,The findings from the research pointed to the conclusion that a solar powered pumping system along with a compost toilet would work best for the conditions of the Zimri village. The hope is that having an enclosed bathroom facility would allow girls to come to school again,Water in schools to encourage girls' education in Morocco,,Health
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E004I.pdf,06E004I,The mix of media and decadence,Thu Aug 05 00:00:00 EDT 2004,IQP,Restricted,"This paper is a media study in which the Decadent femme fatale is found to be a central archetype in American pop culture. Beginning with the literature of the end of the nineteenth century, it follows the history of burlesque, pinups, and striptease as it establishes her ascendance in advertising and third-wave feminism as a key element in public discourse.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E004I.pdf,,"Worcester, Massachusetts","Nakama, Adam R.","Quinn, Patrick J.",,8/5/2004,On-Campus,"Worcester, MA",Equality | Women,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06E004I.pdf,"Quinn, Patrick J.",AN,Research paper- no recommendations provided,https://docs.google.com/document/d/1Nc_T6FmqZVb3PaIqUmwHmfbY0qJ6oClY2xt4-eBe8uA/edit?usp=sharing,"Follows the history of burlesque, pinups, and striptease as it establishes her ascendance in advertising and third-wave feminism as a key element in public discourse",,Follows the history of femme fatale in American pop culture,"Burlesque, pinups, striptease, and feminism in public discourse",,Cultural
http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-094228/unrestricted/WIW_Final_IQP_Report_B17.pdf,E-project-121417-094228,Uncorking Identity: Exploring Consumer-Brand Identification within the South African Wine Industry,12/14/2017,IQP,unrestricted,"New wine producers in South Africa struggle to enter the established domestic wine market. This project investigated the importance of identity in wine consumption. We conducted a survey (n=102) to assess drivers of consumer-brand identification, a paired comparison of wine labels (n=59), and interviewed industry experts (n=10). Results indicate that identity does have an influence on consumer wine preferences, with black consumers identifying with labels displaying South African traits. Additionally, brand prestige, social benefits, distinctiveness, and warmth influence wine purchasing preferences more generally. New producers should market their distinct identities (black, female) as they reveal warmth and familiarity to certain consumer segments, and can drive brand distinctiveness.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-094228/unrestricted/WIW_Final_IQP_Report_B17.pdf,"Cape Town, South Africa Project Center - IQP",,"Bovich, David| Kruzan, Derek Albert| Payano, Jennifer A.| Lewis, Rose Elizabeth","Bulled, Nicola| Skorinko, Jeanine L.","Women in Wine | Farmer, Beverly",12/14/2017,"Cape Town, South Africa","Cape Town, South Africa",Marketing | Women entrepreneurs,http://www.wpi.edu/Pubs/E-project/Available/E-project-121417-094228/unrestricted/WIW_Final_IQP_Report_B17.pdf,"Bulled, Nicola| Skorinko, Jeanine L.",AN,Report has lots of visuals,https://docs.google.com/document/d/16KliaMj4GcR-g7bHnovvxe5VVX4VTXw9VQIhgkVfBWg/edit?usp=sharing,"To explore the issues of identity with regards to wine consumption in an effort to inform new producers, like our sponsor Women and Wine, how they might consider future brand imagery","Underrepresented groups in wine making industry, Women in Wine","Found that four key drivers predict consumer-brand identification within the wine industry: brand prestige, brand social benefits, brand distinctiveness, and brand warmth",,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-050415-073524/unrestricted/Banksia_Report_Final.pdf,E-project-050415-073524,Using Technology to Enhance Opportunities in a Disadvantaged Community through Online Advocacy and Computer Education,5/4/2015,IQP,unrestricted,"Banksia Gardens Community Centre is located in the disadvantaged community of Broadmeadows, Victoria. Broadmeadows residents are often faced with challenges in social areas, as well as in the area of advanced computer skills and technological concepts. This project used information technology to address both of these issues through the development of a series of interactive advocacy videos to raise awareness of violence against women and the implementation of a computer science curriculum for the Community Centre.",http://www.wpi.edu/Pubs/E-project/Available/E-project-050415-073524/unrestricted/Banksia_Report_Final.pdf,"Melbourne, Australia Project Center - IQP","Broadmeadows, Victoria, Australia","Thompson, Alec Jeffrey| Murray, Christopher Henry| Naugler, Kurt Leslie","Ludwig, Reinhold| Skorinko, Jeanine L.","Banksia Gardens Community Services | Wood, Rachel | de Loma-Osorio Ricon, Jaime",5/4/2015,"Melbourne, Australia","Broadmeadows, Victoria, Australia",Women--Violence against | Community development | Science--Study and teaching,http://www.wpi.edu/Pubs/E-project/Available/E-project-050415-073524/unrestricted/Banksia_Report_Final.pdf,"Ludwig, Reinhold| Skorinko, Jeanine L.",AN,Uses technology to try to solve social issues,https://docs.google.com/document/d/1g7f9mIJXvV9MXc20YzzBwJ5AKcZFfoVskdCtrKQp-LE/edit?usp=sharing,To develop a series of interactive advocacy videos to raise awareness of violence against women and the implement a computer science curriculum for the  Community Centre,"Women and children in the area, Banskia Gardens Community Services",Demonstrated an underlying theme that technology can provide a valuable asset for Banksia Gardens Community Services. It is hoped that the efforts become an enabler to reduce family violence and help reduce unemployment in communities not only in Broadmeadows but other challenged communities worldwide,,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-121116-054155/unrestricted/Banksia_Booklet_FINAL.pdf,E-project-121116-054155,Violence Against Women: Using Interactive Performance to Inspire Change,12/11/2016,IQP,unrestricted,"Rates of gendered violence are high in the Australian city of Hume. To help create a shift in generational attitudes towards this problem, we worked with Good People Act Now (GPAN) to create educational materials on this subject, targeting local youth. We researched effective strategies for anti-violence programs, and we chose interactive performance, developing a script on how texting can be used to inflict violence against women. These materials were presented at community events; audience feedback was collected to improve the presentation and to inform a future video production. Additionally, recruitment materials were created and a website updated to disseminate the materials and increase GPAN membership.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121116-054155/unrestricted/Banksia_Booklet_FINAL.pdf,"Melbourne, Australia Project Center - IQP","Hume, Australia","Marzella, Alyssa A.| Reynolds, Regina C.| Friedlander, Scott Isaac| Knott, Steven Mason","Higgins, Lorraine D.| Ottmar, Erin R.",Banksia Gardens Community Services,12/11/2016,"Melbourne, Australia","Hume, Australia",Women--Violence against | Community development | Websites--Design and construction,http://www.wpi.edu/Pubs/E-project/Available/E-project-121116-054155/unrestricted/Banksia_Booklet_FINAL.pdf,"Higgins, Lorraine D.| Ottmar, Erin R.",AN,Visually pleasing report,https://docs.google.com/document/d/1yx7mKxTergx7rkmog44a03ULT1zctijsUYUaJW6fSvc/edit?usp=sharing,"To assist GPAN (Good People Act Now) in its violence prevention work, particularly cyber abuse against women","GPAN, women in the area",Raised awareness about abuse of women by targeting youth; also produced infographics and pamphlets and updated the GPAN website,,,Health- DV
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/03D147I.pdf,03D147I,WPS Class of 1999 pilot study for WSC follow-up,1/1/2003,IQP,Restricted,"We conducted a pilot study using existing MBTI data, SAT scores, grades, and college placement data from the Worcester Public School's class of 1999. The findings revealed that intuitive and perceiving high school students had higher SAT averages than sensing and judging high school students. Among females, the feeling students had an advantage on the SAT.  When the SAT was divided into ranges sought by and typical of the more selective colleges, it was clear that the differences by these MBTI variables were large enough to be of practical significance in terms of college admission.  These differences in cognitive distribution sometimes appear in odd ways. For example, two of the four high schools in Worcester have significantly higher percentages of intuitives than the other two schools.  Furthermore, the minority population had lower SAT scores which may may partly be explained by the differences in sensing and intuition by ethhnic distribution in Worcester.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/03D147I.pdf,,"Worcester, Massachusetts","Mentz, Brian Craig| Jeffers, Sara Alyson","Wilkes, John M.",,3-Jan,On-Campus,"Worcester, MA",Personality and intelligence,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6067&context=iqp-all,"Wilkes, John M.",CS,Gender was just one component of the analysis,https://docs.google.com/document/d/1Aszsct3JgVweKanyF8CLWoV3fytrjn2vPIUL8lSzmfE/edit?usp=sharing,"To develop a procedure to compare cognitive type, grades, SAT scores, and college placement","Students at Worcester Public Schools, Worcester State College",The common personality type of minorities predicted they would do worse on the SATs,Gender components in standardized tests,,Education
http://www.wpi.edu/Pubs/E-project/Available/E-project-031411-124623/unrestricted/AMotzer_KRondina_Project.pdf,E-project-031411-124623,"We Don?t Agree, But We?re Working Together: Examining How Affiliative Motivation and Perspective Taking Effect Social Tuning",3/14/2011,IQP,unrestricted,"The present study examined the role of affiliative motivation and perspective taking on social tuning. Eighty-two participants believed that they would be working with a partner for either five (low affiliative condition) or 30 (high affiliative condition) minutes.  Participants also completed a writing task that was either about a friend in need (Perspective taking condition) or on a topic unrelated to perspective taking (No perspective taking condition).  Participants then learned their partner wished to write a debate that supported gender-traditional views.  The results showed that both affiliative motivation and perspective taking influenced individuals to tune, but not more so than if they were only engaging in one form of motivation.",http://www.wpi.edu/Pubs/E-project/Available/E-project-031411-124623/unrestricted/AMotzer_KRondina_Project.pdf,,,"Motzer, Amy Lee| Rondina, Katherine M.","John, Melissa-Sue| Skorinko, Jeanine L.",,1-Mar,On-Campus,"Worcester, MA",Women--Social conditions,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2811&context=iqp-all,"Skorinko, Jeanine L. | John, Melissa-Sue",CS,,https://docs.google.com/document/d/1Mf6W_h1ITCrSBuPO1JqVfUXeZ64neDjVdavzLDsppWA/edit?usp=sharing,To examine the factors that cause students to behave more similar to members of their group or team,People who work in groups,Participants expressed more gender traditional attitudes when having an interpersonal motivation,Behavior in groups,,Education
http://www.wpi.edu/Pubs/E-project/Available/E-project-101216-072347/unrestricted/Wesbite_Development_ASF_IQP_Report.pdf,E-project-101216-072347,Website Development for Association Solidarit Fminine,10/12/2016,IQP,unrestricted,"The purpose of this project was to create a website for the
Association Solidarit Fminine organization (ASF) by understanding the mission, outreach, the client base, and the constituents. We accomplished our goal by examining the historical context of women in Morocco, NGO promotion strategies, and web design and maintenance for a targeted audience. Our research helped us to develop a functional website.",http://www.wpi.edu/Pubs/E-project/Available/E-project-101216-072347/unrestricted/Wesbite_Development_ASF_IQP_Report.pdf,"Rabat, Morocco Project Center - IQP","Rabat, Morocco","Moore, Charlotte E| McLarnon, Julie Marie| Crowell, Lexi| Velleca, Sara Ann","Shockey, Ingrid K.| Somasse, Gbetonmasse B.",Association Solidarit Fminine,10/12/2016,"Rabat, Morocco","Rabat, Morocco",Websites--Design and construction | Women in development | Women--Social conditions,http://www.wpi.edu/Pubs/E-project/Available/E-project-101216-072347/unrestricted/Wesbite_Development_ASF_IQP_Report.pdf,"Shockey, Ingrid K.| Somasse, Gbetonmasse B.",AN,Lots of visuals in the report,https://docs.google.com/document/d/121Nj8VrLb2R0h1YTCW8_1hWlJLq31xnzblwy9ZjokXc/edit?usp=sharing,"To create a website for the Association Solidarit Fminine organization (ASF) by understanding the mission, outreach, the client base, and the constituents",Association Solidarit Fminine,Developed a website template for the Association (located at https://solfem.wordpress.com/),,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-144001/unrestricted/WomenWeaversInAinLeuh[1].pdf,E-project-102808-144001,"Women Weavers of Ain Leuh, Morocco: Use of Internet Technology & Global Marketing",10/28/2008,IQP,unrestricted,"The internet has given small businesses the ability to market their products and services all around the world. The use of the internet has been particularly useful in allowing smaller companies, sometimes located in isolated regions of the world, to advertise their products globally. This project team created a website for the women of the Cooperative des Tisseuses d'Ain Leuh, which is located in Ain Leuh, Morocco. The women weavers will hopefully be able to attract Western customers, especially those interested in issues of global equity, to purchase their textiles. Internet technology allows these artisans to participate in the global economy without disruption of their traditional work environment, which is home to them.",http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-144001/unrestricted/WomenWeaversInAinLeuh[1].pdf,"Rabat, Morocco Project Center - IQP","Ain Leuh, Morocco","Messier, Richard Thomas| Ajayi-Obe, Yetunde O.","Addison, W. A.| El-Korchi, Tahar","Keld, Sharon",10/28/2008,"Rabat, Morocco","Ain Leuh, Morocco",Women--Effect of technological innovations on | Equality | Community development,http://www.wpi.edu/Pubs/E-project/Available/E-project-102808-144001/unrestricted/WomenWeaversInAinLeuh[1].pdf,"Addison, W. A.| El-Korchi, Tahar",AN,,https://docs.google.com/document/d/1ey7MsrFMOoA9sctLgrZMf0YFvtZPEuPoAoUba4UET4w/edit?usp=sharing,"To create a website for the women of the Cooperative des Tisseuses d?Ain Leuh, which is located in Ain Leuh, Morocco",Cooperative des Tisseuses d?Ain Leuh,A website was constructed for The Cooperative des Tisseuses d?Ain Leuh,,,Business
http://www.wpi.edu/Pubs/E-project/Available/E-project-121715-081812/unrestricted/WPI_CTPC-Sizakuyenza_IT_Programme_Executive_Summary.pdf,E-project-121715-081812,Women's Empowerment through Increasing Access and Understanding of Technology,12/17/2015,IQP,unrestricted,"The digital divide in access to and understanding of computers is an issue for developing communities worldwide, especially for adult women. We worked with members of Sizakuyenza's Women's Networking Group to address this divide in the township of Philippi, Cape Town. Our team created an asset map of technology access points in local communities and facilitated a pilot technology training program. We developed a plan to continue this program by composing a proposal to obtain funds to fully establish it.",http://www.wpi.edu/Pubs/E-project/Available/E-project-121715-081812/unrestricted/WPI_CTPC-Sizakuyenza_IT_Programme_Executive_Summary.pdf,"Cape Town, South Africa Project Center - IQP","Cape Town, South Africa","Kling, Brendan Leonard| Richardson, Emily P.| Bombard, Jennifer Rene| Carey, Marguerite Marie","Bulled, Nicola| Jiusto, J. S.",Sizakuyenza,12/17/2015,"Cape Town, South Africa","Cape Town, South Africa",Women--Effect of technological innovations on | Community development | Teaching,http://www.wpi.edu/Pubs/E-project/Available/E-project-121715-081812/unrestricted/WPI_CTPC-Sizakuyenza_IT_Programme_Executive_Summary.pdf,"Bulled, Nicola| Jiusto, J. S.",AN,Visually pleasing report,https://docs.google.com/document/d/1v9OyLE2zkMuMfVfy0J7erscsj3BzCVBvShLnlrX6_Vw/edit?usp=sharing,"To empower members of Sizakuyenza?s Women?s Networking Group (WNG) by addressing this digital divide in the township of Philippi, Cape Town","Sizakuyenza, women in Cape Town","Facilitated a pilot technology training programme, created an asset map of technology access points in local communities, developed a proposal to obtain funding for programme continuation and to establish a new technology access point at Sizakuyenza",,,Education- STEM
http://www.wpi.edu/Pubs/E-project/Available/E-project-062509-125010/unrestricted/WomensEnvironmentalNetwork_IQP_E09.pdf,E-project-062509-125010,Women's Environmental Network: Improving an Internet Presence,6/25/2009,IQP,unrestricted,"The research goal of this project was to determine how to achieve the most effective internet presence and to educate the Women's Environmental Network (WEN) on these findings. Through archival and background research, interviews, surveys, and rhetorical analyses the project group developed a prototype. Implementing the prototype and recommendations will increase awareness about the organization and its goals, reach specific target audiences, promote networking among current members, recruit potential members, and provide tools for interaction through all facets of WEN.",http://www.wpi.edu/Pubs/E-project/Available/E-project-062509-125010/unrestricted/WomensEnvironmentalNetwork_IQP_E09.pdf,"London, England Project Center - IQP","London, England","Lettiere, Amanda Leigh| York, Brandt Axel| Comisky, Casey Bradley| Partridge, Kathryn Elisabeth","Elmes, Michael B.| Higgins, Lorraine D.","Buckingham, Susan | Kinsella, Helen | Women's Environmental Network (WEN)",6/25/2009,"London, England","London, England",Women | Interactive multimedia | Websites--Design and construction,http://www.wpi.edu/Pubs/E-project/Available/E-project-062509-125010/unrestricted/WomensEnvironmentalNetwork_IQP_E09.pdf,"Elmes, Michael B.| Higgins, Lorraine D.",AN,,https://docs.google.com/document/d/1qnQEZ561eAC8QsRQaQf7XLo-8RnbV97ZUyetHOpsWr8/edit?usp=sharing,To determine how to achieve the most effective internet presence and to educate the Women's Environmental Network on these findings,Women's Environmental Network,"Developed a Facebook page, prototype designs for an updated website, and recommendations for future maintenance and improvement",,,Business
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06B026I/06B026I.pdf,06B026I,Worcester HS career aspiration replication study,1/1/2006,IQP,Restricted,"A gender comparative study determining the career interests of juniors was performed in the Worcester Public High Schools for the Advisory Committee on the Status of Women. The primary goal was to determine if the results replicated the previous year's findings. The same approximate gender ratios of students by career interests, post-graduation plans, and career concerns were found to repeat. The research team concluded the findings and trends from the previous study by Handler and Hogan (2005) were still present among juniors. It was less clear whether acceptable sophomore data collected with the same survey instrument produced the same result.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06B026I/06B026I.pdf,,"Worcester, Massachusetts","Marsland, Brian T.| Custodio, Evan| Scully, James V.","Wilkes, John M. | Tomaszewski, Elizabeth",Worcester City Manager's Advisory Committee on the Status of Women,1/1/2006,On-Campus,"Worcester, MA","Women | Education, secondary",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/06B026I/06B026I.pdf,"Wilkes, John M. | Tomaszewski, Elizabeth",AN,,https://docs.google.com/document/d/1Hn59ANFBobWiixxBvSGKrEMIWVXVyuFWTxZDkipzbBU/edit?usp=sharing,To determine the career interests of juniors was performed in the Worcester Public High Schools for the Advisory Committee on the Status of Women- the primary goal was to determine if the results replicated the previous year's findings,"Worcester high school students, the Advisory Committee on the Status of Women","The same approximate gender ratios of students by career interests, post-graduation plans, and career concerns were found to repeat from previous studies",,,Education
https://web.wpi.edu/Pubs/E-project/Scanned/06B016I/06B016I.pdf,06B016I,Worcester women's oral history project,1/1/2006,IQP,Restricted,"This project investigated the feasibility of creating a permanent site of women's oral history at the new Worcester Visitor Center. Working with the Worcester Women's History Project, three main objectives were explored: designing an interactive exhibit space, creating a sound booth, and developing a digital resource center. This was accomplished by meetings and surveys with major parties involved in the project and conducting relevant research. We designed a directory and offered recommendations to enable a feasible implementation of the site.",https://web.wpi.edu/Pubs/E-project/Scanned/06B016I/06B016I.pdf,Worcester Community Project Center (Massachusetts) - IQP,"Worcester, Massachusetts","Shrestha, Niva| Tyman, Shaun","Demetry, James S.",Worcester Women's History Project,1/1/2006,On-Campus,"Worcester, MA",Women | Historic preservation | Museum Exhibits,https://web.wpi.edu/Pubs/E-project/Scanned/06B016I/06B016I.pdf,"Demetry, James S.",AN,,https://docs.google.com/document/d/1qz48TW7p7UuMk2bPDfIzMRnDX_gvyQuJ2lmUnU-o6Oo/edit?usp=sharing,To investigate the feasibility of creating a permanent site of women?s oral history at the new Worcester Visitor Center,"Worcester Visitor Center, Worcester community",Designed a directory and offered recommendations to enable a feasible implementation of the site; designed a database to store oral interviews,Worcester women's oral history project,,Cultural
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/04C024I.pdf,04C024I,Coeducational living in on-campus suites and apartments.,1/1/2004,IQP,Restricted,"This IQP argues that coeducational housing in suites and apartments on-campus, where bedrooms were separated by gender with shared common rooms and bathrooms, should be an option for interested students. Social involvement is increased between the genders; sexual promiscuity is not prevalent; and the student's psychological well-being is enhanced. We conclude that coeducational housing in suites and apartments on-campus should be an option to students because it will enhance their college experience and lead to a growth in maturity.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/04C024I.pdf,,"Worcester, Massachusetts","Vought, Darcy Ann.| Begin, Ernest J.","Addison, W. A. | Clay, Philip",,1/1/2004,On-Campus,WPI,Women|Mental health | Community development,http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/04C024I.pdf,"Addison, W. A. | Clay, Philip",CS,,https://docs.google.com/document/d/1uS-AbzzH5HRtiDxFp_gaGCkzL0e_ufhSWbaGRb6dpD0/edit?usp=sharing,To argue that coeducational housing On-Campus should be an option for interested students,WPI students,Women seemed to favor co-ed housing as lower stress than living with all females,Coed living at WPI,,Education (at WPI)
http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/07D322I.pdf,07D322I,College perceptions of instant messaging -- a technology fluxus.,1/1/2007,IQP,Restricted,"Objectives of this study were to capture (through interviews) and share (through a comedy performance) college-age students' perceptions of Instant Messaging. This study utilized Grounded Theory, communication models, advertising, and data expression through performance. Conclusions drawn from the 9 interviews include average starting grade (6.9), reasons for IM'ing (peer pressure, opposite sex), benefits (typing skills, multitasking) and relationship effect (IM breakups, icebreakers, maintaining contacts). The authors hosted and starred in a collection of video and live sketches highlighting these themes.",http://ezproxy.wpi.edu/login?url=http://www.wpi.edu/Pubs/E-project/Scanned/07D322I.pdf,,"Worcester, Massachusetts","Massa, Edmund J.| Roberts, Edward Gregory","Taylor, Steven S.",,7-Jan,On-Campus,"Worcester, MA",Human-computer interaction,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4734&context=iqp-all,"Taylor, Steven S.",CS,"Interview transcripts had mentions of how women tend to get more offended than men if a miscommunication arises, but there was no mention of women otherwise",https://docs.google.com/document/d/1UIpfPW4phL6bnVnYddvYAEihBl8T9xRn2jDXaLY-nA0/edit?usp=sharing,To capture and share college-age students? perceptions of instant messaging,"College students, people who use IM","Common themes from interviews were personal IM history, benefits of IM, relationships, and communication",,,
