Title,Center,Date,Sponsor,Advisors,Abstract,URL,PDF
"Incorporating Traditional Methods of Irrigation with Water Management in Mandi, India",India,October 2013,Dr. Manu Devadevan,"['Shockey, Ingrid K.']","Access to water is a significant factor for the survival of north Indian farmers situated in hilly areas. These villages often have inadequate surface water sources so they rely on rainwater. Our project's goal was to evaluate traditional irrigation practices in Mandi District in Himachal Pradesh and to design a model to provide farmers at higher altitudes with a sustainable, self- sufficient and cost-effective water management system. Through site assessments and interviews with local farmers, we learned that there is a greater need for drinking water than irrigation water. Therefore, our design utilizes water- harvesting techniques to gather rainwater in a tank that can be used for irrigation or routed through a water-purification system for drinking purposes.",http://digitalcommons.wpi.edu/iqp-all/71,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1070&context=iqp-all
Complexities of Simple Hunter-Gatherer Societies,India,April 2007,Dr. Manu Devadevan,"['Wilkes, John M.']","The purpose of this report is to explore the world of hunter-gatherers to better understand their ancient way of life.  I explored their traits, traditions, knowledge, and interaction with their habitat. From these findings, hunter-gatherers are shown to be low-tech but still complex in their lifestyle.",http://digitalcommons.wpi.edu/iqp-all/2033,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3032&context=iqp-all
"Extending the Apple Season: Cold Storage in Himachal Pradesh, India",India,May 2017,IIT-Mandi,"['Carrera, Fabio', 'Nikitina, Svetlana']","This project attempted to understand problems affecting fruit and vegetable farmers in Himachal Pradesh, India, and identify ways to alleviate them. To this end, we interviewed farmers, storage facilities, and a local farmers’ association, and conducted research into modern preservation practices. Our work indicated that cold storage in the region could be incredibly useful to apple farmers, but awareness and coordination are lacking. To help remedy this, we developed a mobile application and pamphlet helping connect farmers with cold storage.",http://digitalcommons.wpi.edu/iqp-all/2490,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3489&context=iqp-all
The impact of snowfall on the Colorado plateau.,India,January 2004,IIT-Mandi,"['Crusberg, Theodore C.']","The Colorado plateau has been plagued with drought throughout its existence. This lack of snow is ultimately to blame for the dry times. Having such a high dependence on snowfall makes it vital that climatic research be performed on this area. This project provides a systematic approach for predicting drought by only observing snowfall information, with the result being a forecast suggesting relief from current drought will not arrive for several years.",http://digitalcommons.wpi.edu/iqp-all/3908,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4907&context=iqp-all
"Water conservation options for Fajardo, Puerto Rico.",India,January 2002,"U.S. Geological Survey, Caribbean District, San Juan, Puerto Rico","['Trimbur, John', 'Vaz, Richard F.']","The goal for this project, done in conjunction with the U.S. Geological Survey, Caribbean District, was to discover water use trends and consumer water conservation attitudes in order to recommend water conservation strategies for the municipality of Fajardo, Puerto Rico. We analyzed water use and conservation practices of domestic, commercial, industrial and institutional water user samples, based on socio-economic level and location in the water distribution system. Based on our results, we then presented four possible strategic water conservation plans for Fajardo.",http://digitalcommons.wpi.edu/iqp-all/3971,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4970&context=iqp-all
Envisioning a Traffic Solution for Copehagen,"Copenhagen, Denmark",May 2014,Miljøpunkt Amager,"['Kinicki, Robert', 'Taylor, Steven S.']","Though Copenhagen is trying to set the standards for a green city, thousands of cars clog its main traffic arteries during rush hour on a bi-daily basis. This project provided and evaluated (for Miljøpunkt Amager) a collection of plausible scenarios that focus on reducing motor vehicle congestion in Central Copenhagen, while preserving existing green space. The team conducted interviews, calculated cost and flood capacity, and analyzed traffic models to establish a compelling argument for alternatives to the Eastern Ring Road (E-R) and Ladegårdsåen tunnel proposals. Additionally, the report provides an in-depth discussion of seven tunnel scenarios along with recommendations for a modified combination of the two tunnel routes implemented in conjunction with a congestion charge zone.",http://digitalcommons.wpi.edu/iqp-all/3122,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4121&context=iqp-all
EduLink: Integrating ESD into Namibian Secondary School Curricula through Online Modules,"Copenhagen, Denmark",October 2018,EduVentures,"['Peet, R. Creighton', 'Williams, Nicholas Enyart']","Unsustainable societal practices are threatening earth’s biodiversity. In Namibia, EduVentures is an organization promoting sustainable practices through Education for Sustainable Development (ESD). Our goal was to develop online modules that would train teachers to implement biodiversity concepts into Namibian school curricula. Based on the results of interviews and surveys with educators and EduVentures staff, as well as content analysis of Namibian curricula, we developed online modules. We tested the effectiveness of the modules with ESD educators and provided recommendations for future module development.",http://digitalcommons.wpi.edu/iqp-all/5174,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6173&context=iqp-all
Student Teaching Practicum at Doherty Memorial High School,"Copenhagen, Denmark",October 2014,EduVentures,"['Goulet, John A.']","This paper summarizes the experience of a mathematics student teaching practicum at Doherty Memorial High School in Worcester, MA. Its intended purpose is to fulfill the requirements of the Interactive Qualifying Project at Worcester Polytechnic Institute and to present a case for the completion of the standards set by the Massachusetts Department of Elementary and Secondary Education. The paper begins by looking at the legal and historical aspects of education in Massachusetts, the demographics of Doherty Memorial High School and then delineates the five professional teaching standards and their satisfaction through the student teaching practicum. Finally, the classes taught are explored in greater detail to give the reader insight into the experience of teaching in an urban classroom.",http://digitalcommons.wpi.edu/iqp-all/2403,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3402&context=iqp-all
Energy Monitoring For Sustainability,"Copenhagen, Denmark",May 2016,EduVentures,"['LePage, Suzanne', 'Looft, Fred J.']","This project developed recommendations to the WPI Facilities department on the implementation of building submetering in the context of sustainability. The project analyzed other universities’ submetering strategies through three case studies, WPI’s current infrastructure via collaboration with Facilities, and the WPI community’s desire for the implementation of such a system through a survey of students and staff. An energy monitoring system would enable savings through other projects that would be difficult or impossible without the data provided by an energy monitoring system.",http://digitalcommons.wpi.edu/iqp-all/2539,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3538&context=iqp-all
Establishing the management region for the Guanica Public Forest.,"Copenhagen, Denmark",January 2004,EduVentures,"['Addison, William A.']","This document prepared for the Department of Natural and Environmental resources (DNER), describes the pressure of urbanization and development currently threatening the Guanica Public Forest .The most comprehensive way to address these pressures is to design a management region regulating human and societal interactions within the biosphere. The current DNER management procedures is analyzed based on factors needed for an efficient ecosystem management region, including biodiversity, urbanization, pollution and tourism. We located such pressure points in the Guanica region, including the surrounding municipalities of Yauco, Guayanilla, Sabana Grande, and Lajas. The Commonwealth is pushing for these municipalities for an increase in urbanization and tourism, which will require careful management. The forest is placed under immense pressure from the Yauco Municipal and Industrial landfill located on the Outskirts of the Guanica Forest. We have recommendations to the DNER that will hopefully aid in the preservation of the Guanica Biosphere Reserve and prevent future destruction arising from unmanaged urban and industrial development.",http://digitalcommons.wpi.edu/iqp-all/4415,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5414&context=iqp-all
Stormwater Runoff Education and Environmental Stewardship,WORC / Worcester Community Project Center,2018-04-29,Fitchburg Department of Public Works - Wastewater,['Corey Denenberg Dehner'],"In collaboration with the Fitchburg Department of Public Works and Fitchburg Public Schools, our team developed a Stormwater Education Program consisting of a Student Workbook and Educator Resource Guide. Through interviews, analysis of stormwater materials, and pilots of the materials, we aimed to help the City of Fitchburg comply with the U.S. Environmental Protection Agency's Public Education and Outreach control measure. The Student Workbook and Educator Resource Guide combine interdisciplinary learning with hands-on activities to instill environmental stewardship among younger generations. We hope that the program will promote growth of Science, Technology, Engineering and Math programs within diverse cities.",http://digitalcommons.wpi.edu/iqp-all/5116,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6115&context=iqp-all
Promoting the Use of Green Roofs on Street-Level Surfaces to Improve Public Awareness about Stormwater Management in Boston,"Boston, Massachusetts",October 2013,EPA Region 1,"['Mathisen, Paul P.', 'Tuler, Seth']","Stormwater runoff is a problem in the City of Boston due to the urbanization of the area. The goal of our project was to determine the technical and financial feasibility of installing green roofs on street-level surfaces in the City of Boston with the purpose of raising public awareness and encouraging a change in the public’s behavior with respect to stormwater runoff. We conducted interviews with representatives from similar projects in other cities and performed an observational study to determine the possibility of installing green roofs on bus stops for the purpose of raising public awareness. Our research led to a set of recommendations involving the technical, financial, informational, and visual aspects for the design of street-level green roofs on bus stops.",http://digitalcommons.wpi.edu/iqp-all/1133,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2132&context=iqp-all
Mapping and Evaluating Carbon Dioxide Reduction in Merton,"London, England",March 2006,Borough of Merton,"['Carrera, Fabio', 'Hanlan, James P.']","In effort to reduce its carbon dioxide emissions, the London Borough of Merton hopes to identify all municipal activities that directly create or indirectly affect CO2 emissions, and map these activities to the departments responsible for them.  This project assists that goal by initializing the identification process, creating a database framework to house the list of potential reduction measures for each activity, and developing methods for rating each measureâ€™s implementation and financial feasibility.",http://digitalcommons.wpi.edu/iqp-all/556,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1555&context=iqp-all
Food and Beverage on the Victoria Harbour Waterfront,"Hong Kong, China",March 2015,Harbour Business Forum/Designing Hong Kong Limited,"['Peet, R. Creighton', 'Sturm, Stephan']","The purpose of this report was to determine how to improve the Victoria Harbour waterfront dining and related facilities to enable a more “human” use of the harbour, and to take advantage of Hong Kong’s changing economy. We developed general and specific improvements for current and future waterfront dining facilities, and provided short-term, long-term, and site specific recommendations to Designing Hong Kong and the Harbour Business Forum. These recommendations should be implemented into future developments on the Victoria Harbour waterfront.",http://digitalcommons.wpi.edu/iqp-all/2041,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3040&context=iqp-all
Model for consolidation of Martha's Vineyard fire departments.,"Hong Kong, China",January 2003,Harbour Business Forum/Designing Hong Kong Limited,"['Noonan, Francis']","This project describes the conditions of the fire departments of Martha's Vineyard Island and assesses ways in which they could be improved. Working from literature and interviews, we describe methods for improved service and a quantitative analysis of the potential benefits of full-time personnel. We evaluate whether a large scale consolidation or the addition of full-time personnel would be beneficial to the island and if the island has the capabilities to implement these changes.",http://digitalcommons.wpi.edu/iqp-all/4553,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5552&context=iqp-all
Assessing Sustainability Principles in the Design of the Tate Modern Expansion,"London, England",June 2010,Tate Modern,"['Kazantzis, Nikolaos K.', 'Krueger, Robert']","This report analyzes the prospects of environmental sustainability in the expansion of the Tate Modern museum in London. It does so with the comparison of the 2006 and 2008 BREEAM standards, and analysis of the innovative technologies in the Tate Modern, and an analysis of the prospects of LED lighting in art museums.",http://digitalcommons.wpi.edu/iqp-all/2922,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3921&context=iqp-all
The stock market -- using strategies in a simulation,"London, England",January 2003,Tate Modern,"['Tang, Dalin']","Background information and strategies of the stock market are discussed. A nine week simulation was performed after researching company information and strategies. The purpose of the simulation was to test a few strategies by creating a portfolio and making transactions based on those strategies. A conclusion was made from the simulation and the effects of the stock market on society and the effects of society on the stock market were ,discovered",http://digitalcommons.wpi.edu/iqp-all/5243,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6242&context=iqp-all
Development of an Elm Park Conservancy,Worcester Community Project Center,December 2017,Park Spirit of Worcester,"['Dehner, Corey']","The project assisted Park Spirit of Worcester, Inc. in the planning and implementation of what will be the first conservancy in Worcester, MA: The Elm Park Conservancy (EPC.) The project team addressed this by creating a framework for the EPC that includes a funding strategy, management structure, and volunteer engagement plan. The team conducted content analysis on and interviews with successful conservancies across the United States, local nonprofit organizations, and the Worcester Parks Department in order to make informed recommendations to Park Spirit of Worcester, Inc. The team then presented their finding to city officials and community representatives in order to assess the feasibility and garner support for the conservancy.",http://digitalcommons.wpi.edu/iqp-all/1833,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2832&context=iqp-all
Improving Flood Risk Management in Informal Settlements of Cape Town,"Cape Town, South Africa",December 2007,"City of Cape Town: Catchment, Stormwater & River M","['Jiusto, J. Scott', 'Weininger, Stephen J.']","This project focuses on the management and reduction of flood risk in the informal settlements of Cape Town, and is intended to aid in the creation of a safer living environment for the residents. The team assessed past flooding events, mapped high flood risk areas, generated structural guidelines for residents, created a flood risk index, examined strategies for effective communication, and provided recommendations for several departments of the City about how they can reduce flood risk.",http://digitalcommons.wpi.edu/iqp-all/2619,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3618&context=iqp-all
How to teach for effective learning.,"Cape Town, South Africa",January 2002,"City of Cape Town: Catchment, Stormwater & River M","['Goulet, John A.']","To teach for effective learning a teacher must address four factors. The teacher must comprehend the students' psyche, manipulate the environment to promote effective learning, identify the students under one of eight forms of ""Multiple Intelligence,"" and address the ""Map of Pedagogical Knowledge.""",http://digitalcommons.wpi.edu/iqp-all/5034,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6033&context=iqp-all
Research station development and community participation in Cano Negro.,"Cape Town, South Africa",January 2002,"City of Cape Town: Catchment, Stormwater & River M","['Addison, William A.', 'Peet, R. Creighton']","This project, prepared for the Ministerio del Ambiente y Energia (MINAE) in Costa Rica, focuses on developing a plan for a biological research station in the Cano Negro Wildlife Refuge. This station would encourage the participation of local people in support of scientific and conservation activities. The involvement of local residents will enhance their environmental awareness as well as bring economic benefits.  The IQP team used background research, interviews, site visits, and direct observations at Cano Negro as well as investigation on two other research stations as the basis for recommendations on how to develop a research station that will promote greater harmony between community and environmental needs.",http://digitalcommons.wpi.edu/iqp-all/4844,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5843&context=iqp-all
Green Study for Greeks: The Determination of Environmental Sustainability within the Greek Community of WPI,"Worcester, MA",December 2008,"The Greek Alumni Council, Green Subcommittee","['Shim, Eunmi', 'Shockey, Ingrid K']","Following nationwide trends, the Greek Alumni Council at the Worcester Polytechnic Institute has commissioned a study to raise awareness of environmental issues within the Greek community. The project consisted of a professional energy audit of 2 houses, walk-through audits of all remaining 19 houses Greek houses, a focus group, and substantial background research. The project concluded with a manual of recommendations that was presented to each chapter house ranging from low-cost improvements to capital projects. Overall, the project aimed to contribute to the movement of the academic community towards sustainable energy use.",http://digitalcommons.wpi.edu/iqp-all/424,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1423&context=iqp-all
Humanity and Space - Colonizing Mars,"Worcester, MA",March 2015,"The Greek Alumni Council, Green Subcommittee","['Humi, Mayer']","Colonizing Mars is an endeavor that humanity has been looking at for centuries. There have been proposals made on how to colonize Mars, but many fail to be viable or lack funding. This IQP project proposes four theoretical methods that aim to build a sustainable colony on Mars by completely terraforming the planet, tunneling into the Martian depths, sending radiation resistant modules, or restarting Mars’ magnetosphere, in addition to discussing the social aspects and implications associated with each colonization strategy.",http://digitalcommons.wpi.edu/iqp-all/273,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1272&context=iqp-all
Alternative Water Treatment: Designing a floating island that integrates social & technical elements at the American Farm School,"Worcester, MA",2016-04-27,American Farm School,"['Bulled, Nicola', 'Hersh, Robert']","Greece currently uses 86% of its freshwater resources for agriculture, an unsustainable practice in light of climate change projections for more frequent droughts across Southern Europe. This project provides recommendations to the American Farm School for a multipurpose floating island that works alongside its water recycling system to conserve freshwater for irrigation. This was accomplished through discussions, interviews, workshops, literature review, and archival research. The final design is an attractive natural water treatment system that serves to educate the campus.",http://digitalcommons.wpi.edu/iqp-all/477,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1476&context=iqp-all
Solar Arrays at WPI: A Feasibility Study of Photovoltaics on Campus,"Worcester, MA",March 2017,American Farm School,"['Rosbach, Derren']","Renewable energy innovation continues to accelerate as our nation recognizes the negative impact of fossil fuel consumption on the environment and the contribution of fossil fuel dependence to geopolitical strife and economic volatility. In this project, we assessed the feasibility of photovoltaic (PV) arrays for electricity generation and battery storage for peak-shaving at WPI. We modeled the financial viability of PV arrays at WPI and quantified their potential to mitigate carbon emissions. We found that PV array installation was a sound financial investment and that utility-scale battery storage was likely to achieve financial viability within five years. We recommended that WPI formally investigate both of these options.",http://digitalcommons.wpi.edu/iqp-all/1028,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2027&context=iqp-all
Improving Winter Road Maintenance in New Mexico,"Sante Fe, New Mexico",October 2016,New Mexico DOT,"['Aghajanian, Michael John', 'Peet, R. Creighton']",The New Mexico Department of Transportation’s (NMDOT) Intelligent Transportation Systems Bureau seeks to implement technological solutions to make the roads safer for drivers. The goal of this project was to improve NMDOT winter maintenance operations. We developed a tool to rank locations for Environmental Sensor Stations and compiled a list of several recommended locations within District 5. We also produced a list of recommendations for how the NMDOT can improve its resource management practices through implementing process and technological solutions.,http://digitalcommons.wpi.edu/iqp-all/1740,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2739&context=iqp-all
Merton Rule Gamma Team E Term 2008,"London, England",June 2008,Adrian Hewitt,"['Kazantzis, Nikolaos K.', 'Taylor, Steven S.']","The London Borough of Merton enacted a greenhouse gas reduction policy requiring large new commercial developments to install renewable generation equipment to meet ten percent of their projected energy needs. The central objective of the project is to provide the Borough of Merton with a working prototype monitoring system that will enable them to track the spread and the performance of renewables in the Borough. Additionally, the project aims to persuade the City of London to adopt a similar system.",http://digitalcommons.wpi.edu/iqp-all/1661,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=2660&context=iqp-all
Business perceptions of the Worcester region.,"London, England",January 2001,Worcester Area Chamber of Commerce,"['Doyle, James K.']","The purpose of this project was to determine the perceptions that business people have of the Worcester region. The study was sponsored by the Worcester Regional Chamber of Commerce, in conjunction with Worcester's Executive Office for Economic Development. The primary tool utilized to uncover these perceptions was a survey. Questions were asked pertaining to how the respondents felt about local government, quality of life, transportation, location, technology, and the labor market. The responses to these surveys were analyzed to discover the areas of the region that needed better marketing or actual improvement. We recommended that the city improve its marketing in the areas of transportation, location, and assistance that is offered to businesses.",http://digitalcommons.wpi.edu/iqp-all/4304,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5303&context=iqp-all
Lunar and Near-Earth Development,"London, England",February 2008,Worcester Area Chamber of Commerce,"['Humi, Mayer']","We investigated the social and technological aspects and requirements of colonizing the moon and its impacts on humanity.  To this end we considered various visionary technologies for the establishment of a successful lunar base.  In depth studies were performed regarding the commercial motivations, laws and consumer applications involved in a lunar base.  Such a base will serve as a focal point for helium-3 mining, the detection and observation of near-Earth objects and will serve as a spaceport to the planets.",http://digitalcommons.wpi.edu/iqp-all/3289,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4288&context=iqp-all
A CRITICAL EVALUATION OF CHALLENGES TO MARINE PROTECTED AREAS IN PUERTO RICO,"San Juan, Puerto Rico",May 2005,Dr. Manuel ValdÃ©s-Pizzini,"['Jiusto, J. Scott', 'Mathews, Lauren M']","This report, prepared for University of Puerto Rico Mayaguez, is an independent assessment of the challenges to the development and management of marine protect areas (MPA) in Puerto Rico. Through analysis of five established MPA in Puerto Rico and interviews with key stakeholders that were involved in the establishment of MPA, we have documented lessons learned and possible solutions for successful MPA in Puerto Rico.",http://digitalcommons.wpi.edu/iqp-all/3060,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4059&context=iqp-all
Hydrodynamics of the inner canals of Venice.,"San Juan, Puerto Rico",January 1999,Dr. Manuel ValdÃ©s-Pizzini,"['Carrera, Fabio', 'Weininger, Stephen J.']","The canals of Venice are in need of constant maintenance because of sediment accumulation on canal floors. This accumulation of sediment results in problems for the city. Canals become too shallow to allow boat passage, sewer pipes clog which cause them to burst and accelerate wall damage to buildings, and health risks increase because of the presence of raw sewage. A complete characterization of the water flow through the canals is necessary for the creation of an effective schedule that will prevent severe damage caused by sediment. For this reason, a sedimentation model is being developed by the Institute for the Study of the Dynamics of Great Masses that is co-sponsored by Insula S.p.A. and UNESCO-ROSTE, the sponsors of this project. Our goal was to measure the maximum flow velocity that will be used to verify the sedimentation model, and be combined with other canal data for the purpose of developing an improved canal maintenance schedule. Maximum velocity data were obtained and used to calculate the Flushing Index, a number that measures the relative flushing ability of water flow through a canal. This number was then compared to sediment accumulation data. We observed that those canal segments with higher flushing indices had lower levels of sediment accumulation than those canals with lower Flushing Indices. This information will be useful in determining which canal segments will require more frequent sediment removal, allowing an effective long-term maintenance schedule to be developed that will minimize the problems caused by sediment accumulation.",http://digitalcommons.wpi.edu/iqp-all/3897,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4896&context=iqp-all
A Contemporary microcosm of the nuclear debate.,"San Juan, Puerto Rico",January 2000,Dr. Manuel ValdÃ©s-Pizzini,"['Wilkes, John M.']","Understanding the correlation between knowledge and opinion is the focus of a nuclear technology curriculum unit field test carried out in the Lancaster Middle School. A 64-student eighth grade study group was surveyed both before and after an intensive, five-week course in nuclear technology to determine if changes in opinion can be linked to the increase of topical knowledge. The Myers-Briggs Type Indicator (MBTI) was used to see if the unit was equally received by students with a broad spectrum of learning styles. Post-unit ""retention"" testing was employed to determine the project's effectiveness when compared to science class performance evaluations (grades) earned prior to the start of the nuclear unit.",http://digitalcommons.wpi.edu/iqp-all/5046,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=6045&context=iqp-all
Evaluating the Possible Involvement of the Danish Consumer Council in Smart Grid Development,"Copenhagen, Denmark",May 2013,Danish Consumer Council,"['Ludwig, Reinhold']","The smart grid is an emerging electric networking technology that will improve the capabilities of the electric grid. Consumer’s needs should not be overlooked as this new technology develops. Our project’s goal was to determine the extent the Danish Consumer Council (DCC) should become involved in the standardization process. Our research identified several critical aspects of the emerging smart grid technology, resulting in a number of recommendations for the DCC on how to monitor its development and protect consumer interests.",http://digitalcommons.wpi.edu/iqp-all/2107,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3106&context=iqp-all
Trading in the Foreign Exchange Market,"Copenhagen, Denmark",February 2013,Danish Consumer Council,"['Hakim, Hossein']","This Interactive Qualifying Project introduces the audience to the Foreign Exchange Market. Our objective was to learn techniques used to become a successful trader and develop plans for launching a money management company. This report encompasses an in-depth analysis of both technical and fundamental elements associated with the market. Our project team researched various trading strategies and practiced them under real market conditions. The group collectively managed over $300,000.00 in mock capitol and traded it within the market. In addition our report includes our trading journal and methodology used and introduces automated trading.",http://digitalcommons.wpi.edu/iqp-all/2280,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3279&context=iqp-all
Trading and Investing within the Foreign Exchange Market,"Copenhagen, Denmark",February 2013,Hossein Hakim,"['Hakim, Hossein']","This Interactive Qualifying Project introduces the audience to the Foreign Exchange Market. Our objective was to learn techniques used to become a successful trader and develop plans for launching a money management company. This report encompasses an in- depth analysis of both technical and fundamental elements associated with the market. Our project team researched various trading strategies and practiced them under real market conditions. The group collectively managed over $300,000.00 in mock capitol and traded it within the market. In addition our report includes our trading journal and methodology used and introduces automated trading.",http://digitalcommons.wpi.edu/iqp-all/2279,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3278&context=iqp-all
Evaluating the Venetian Retail Sector and Managing Its Use of Public Space,"Venice, Italy",December 2015,City of Venice,"['Carrera, Fabio', 'Higgins, Lorraine D.']","The resident population is declining, and tourism is rising in Venice. At the same time, neighborhood shops are closing, and tourist stores are opening, which impacts the local population. To analyze these changes, our team developed applications to collect, visualize and analyze data on the retail sector. Our analysis showed increasing encroachment into public space by shops’ plateatici. To address this, we developed an online system for managing and enforcing retailers’ rental of public space.",http://digitalcommons.wpi.edu/iqp-all/2066,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=3065&context=iqp-all
World energy outlook.,"Venice, Italy",January 2000,City of Venice,"['Woods, Douglas W.']","This project involved the study of the long-term forecasts of the world energy market provided by the U.S. Department of Energy, International Energy Agency, and some other private and governmental agencies. The team conducted a comparative analysis among these forecasts and a detailed investigation of the uncertainties that could shape the global energy market in the next two decades. This study focused on the assessment of the future of the world oil market and particularly the role of OPEC as a powerful oil producer.",http://digitalcommons.wpi.edu/iqp-all/4669,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5668&context=iqp-all
Climate change in the American southwest.,"Venice, Italy",January 2004,City of Venice,"['Crusberg, Theodore C.']","This project is a study of the impact that the unnatural diversion of the Colorado River has had on the ecology of its delta and the Gulf of California. This project seeks to study the distant past and recent history of the region, analyzing the current situations by its ecological and financial impact, and the observation of the currently successful restoration projects. This project aims to provide a better understanding of the issues involved and hopefully lend ideas to the problems that occur when trying to balance the needs of people with the resulting impact on nature.",http://digitalcommons.wpi.edu/iqp-all/4688,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=5687&context=iqp-all
"A Decision model for water recycling in Victoria, Australia","Venice, Italy",January 2000,"Ove Arup and Partners, Melbourne, Australia","['Ward, Matt']","Recycling wastewater can prevent depletion and pollution of water supplies. Ove Arup & Partners, an engineering consulting firm in Melbourne, wants to promote this to clients. To aid them, we developed a decision model for water recycling opportunities in Victoria, Australia. We gathered information about the water system in Victoria, obtained expert opinions, and researched successful wastewater recycling projects. We organized this information into a logical Hypertext model, and improved the model based on the results of a feedback survey.",http://digitalcommons.wpi.edu/iqp-all/3819,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4818&context=iqp-all
Tracking and Reducing Greenhouse Gases at WPI,"Venice, Italy",March 2007,"Ove Arup and Partners, Melbourne, Australia","['Carrera, Fabio', 'Jiusto, J. Scott']","This report, as conducted at Worcester Polytechnic Institute, explored the carbon emissions directly produced as a result of on-campus activities.  The purpose the inventory is to evaluate the current status at WPI and evaluate several possible options to reduce these emissions.  This report will address the necessary background, methods, results, analysis and recommendations.  With this report we hope to establish a precedent for yearly inventories aimed at reducing greenhouse gas emissions at WPI.",http://digitalcommons.wpi.edu/iqp-all/3006,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4005&context=iqp-all
"Development of communal washing facilities for the northwest settlements of Windhoek, Namibia.","Venice, Italy",2004-01-01,"Ove Arup and Partners, Melbourne, Australia","['Gerstenfeld, Arthur', 'Vernon-Gerstenfeld, Susan']","Our project, completed at the WPI Namibian Project Center, was to work with the City of Windhoek Sustainable Development Division and community leaders of the Northwest Settlements of Windhoek, Namibia to create a building plan, a set of recommendations for a pricing structure, and a set of recommendations for a maintenance and management plan for a communal washing facility. Our project goal was completed through meetings and interviews with local professionals on technical and social issues, archival research, and community meetings.",http://digitalcommons.wpi.edu/iqp-all/3779,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=4778&context=iqp-all
Puerto Rico Electric Vehicle Introduction Study,Puerto Rico,May 2011,Puerto Rico Energy Affairs Administration,"['Ludwig, Reinhold', 'Nikitina, Svetlana']","As part of its effort to address Puerto Rico's heavy dependence on fossil fuels for transportation, the Government of Puerto Rico plans to introduce electric vehicles on the island. This project, sponsored by the Energy Affairs Administration, studied various factors that would influence electric vehicle introduction to Puerto Rico. Our findings revealed that electric vehicles are viable in Puerto Rico; they are also supported by the general public. Prior to the deployment of electric vehicles, however, more charging stations must be installed. Additionally, financial incentives and educational campaigns are necessary to create an electric vehicle market in Puerto Rico.",http://digitalcommons.wpi.edu/iqp-all/171,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1170&context=iqp-all
Green School Design - Puerto Rico,Puerto Rico,December 2013,International Institute for Tropical Forestry,"['Lauer, Hugh C', 'Selkow, Stanley M.']","In Puerto Rico, there is a lack of emphasis placed on the importance of environmental sustainability, particularly at schools. Our team's goal for the project was to research current conditions at the Sabana Llana Junior High School in San Juan, Puerto Rico and recommend a green infrastructure design. After we collected data about the school's current state, we investigated ways to improve the school buildings and surrounding outdoor area through means such as water catchment systems, solar panels, green roofs, cool roofs, high- efficiency plumbing and lighting, tree removal and planting, recycling systems, and composting. Through interviews, case studies, and cost-benefit analyses, we made recommendations to help the school become more environmentally sustainable.",http://digitalcommons.wpi.edu/iqp-all/589,https://digitalcommons.wpi.edu/cgi/viewcontent.cgi?article=1588&context=iqp-all
